alpha1,beta,target_objective,total_energy_demand,total_smooth
0.9,0.09999999999999998,80,55.92556996153563,12.78114675569543
0.9,0.09999999999999998,90,45.11448525715933,10.508070529396429
0.9,0.09999999999999998,100,26.329138390992718,5.319941186763008
1.0,0.0,0,96.0820723199109,74.34328976583433
1.0,0.0,10,90.47480583156728,45.92898025922052
1.0,0.0,20,84.4198090678309,39.74478501745513
1.0,0.0,30,85.76605775116883,36.50848264347762
1.0,0.0,40,79.69417060805455,31.882265158386428
1.0,0.0,50,75.50259953331434,29.862432551465375
1.0,0.0,60,71.79806133137566,22.357563833748998
1.0,0.0,70,61.616761171127315,18.172007013459027
1.0,0.0,80,59.15771036965944,16.35529393213405
1.0,0.0,90,47.3853322877527,10.696102681949348
1.0,0.0,100,28.243065551213476,3.17543042843695
